ลำดับป้ายรถเมล์,ชื่อภาษาไทย,ชื่อภาษาอังกฤษ,รายละเอียด,ละติจูด,ลองติจูด,ชื่ออ้างอิง,ชื่ออ้างอิงภาษาอังกฤษ
148,ตรงข้ามโรงเรียนฮาซานันเอี๊ยะซาน,trongkham rongrian ha sa nan ia san,ถนน เลียบวารี,13.8521191691521,100.812837859443,ตรงข้ามโรงเรียนฮาซานันเอี๊ยะซาน,"trongkham rongrian ha sa nan ia san,"
149,ปัญญาไดนาโมแอร์,panya dinamo air,ถนน เลียบวารี,13.850832,100.805623,ปัญญา ไดนาโมแอร์,"panya dinamo air,"
150,เลียบวารีตรงข้ามซอยห้าพี่น้อง,liap wari,ถนน เลียบวารี,13.848988,100.802334,"เลียบวารี,ซอยห้าพี่น้อง","liap wari,"
151,ตรงข้ามโรงเรียนสุเหร่าทรายกองดิน,surao sai kong din school,ถนน เลียบวารี,13.8336322545759,100.774616340944,ตรงข้ามโรงเรียนสุเหร่าทรายกองดิน,"surao sai kong din school,"
152,ชุมชนเตวาหมัด,State fleas that,ถนน ราษฎร์อุทิศ,13.8218370612717,100.753746235135,"ชุมชนเตวาหมัด,ถนนราษฎร์อุทิศ","State fleas that,"
153,ตรงข้ามการไฟฟ้ามีนบุรี,show room toyota,ถนน สุวินทวงศ์,13.815956,100.746463,"โชว์รูมโตโยต้าภูมิพัฒนา,ตรงข้ามการไฟฟ้ามีนบุรี","show room toyota,"
154,ซอยสุขถาวร 1,soi suk thawon 1,ถนน ราษฎร์อุทิศ,13.8286657910707,100.766817874834,ซอยสุขถาวร 1,"soi suk thawon 1,"
155,ซอยร่วมสกุล,soi ruam sakun,ถนน ราษฎร์อุทิศ,13.832372,100.772908,ซอยร่วมสกุล,"soi ruam sakun,"
156,แยกบาแล,matsayit an ia san,ถนน ราษฎร์อุทิศ,13.8382985306044,100.782295978673,แยกบาแล,"matsayit an ia san,"
157,ศูนย์ถ่ายทอดเทคโนโลยีการเกษตรประจำแขวงซอยลาวัง,Agriculture Technology Center Khwang,ถนน เลียบวารี,13.848259,100.8005,ศูนย์ถ่ายทอดเทคโนโลยีการเกษตรประจำแขวงซอยลาวัง,"Agriculture Technology Center Khwang,"
158,โรงเรียนวัดทรัพย์สโมสรนิกรเกษม,wat sap samoson nikon kasem school,ถนน เลียบวารี,13.850179,100.80421,โรงเรียนวัดทรัพย์สโมสรนิกรเกษม,"wat sap samoson nikon kasem school,"
159,ตรงข้ามปัญญาไดนาโมแอร์,por. Services,ถนน เลียบวารี,13.85082,100.805275,ตรงข้ามปัญญาไดนาโมแอร์,"por. Services,"
160,โรงเรียนฮาซานันเอี๊ยะซาน,ha sa nan ear san school,ถนน เลียบวารี,13.8523153943286,100.812837073061,"โรงเรียนฮาซานันเอี๊ยะซาน,ตรงข้ามชุมชนส่งเสริมศิลธรรม","ha sa nan ear san school,"
161,ตรงข้ามชุมชนแผนดินทอง,trongkham chumchon phaen din thong,ถนน เลียบวารี,13.852565094361,100.815500731516,ตรงข้ามชุมชนแผนดินทอง,"trongkham chumchon phaen din thong,"
163,"ตรงข้ามวัดมะเดื่อ,บางใหญ่วัสดุภัณฑ์","FIG opposite Wat , Big supplies",ถนน รัตนาธิเบศร์,13.8752275507939,100.42290087618,"ตรงข้ามวัดมะเดื่อ ,บางใหญ่วัสดุภัณฑ์,บางใหญ่วัสดุภัณฑ์","FIG opposite Wat , Big supplies,"
164,ศาลเจ้าหลวงปู่ขุน,san chaoluang pu khun,ถนน รัตนาธิเบศร์,13.8769194638407,100.44561373716,ศาลเจ้าหลวงปู่ขุน,"san chaoluang pu khun,"
166,วัดบางแพรก,wat bang praek,ถนน รัตนาธิเบศร์,13.8750182993773,100.427332991138,วัดบางแพรก,"wat bang praek,"
167,ธนพลหมูกระทะ,Thanapol Mukata,ถนน คู่ขนานกาญจนาภิเษก,13.9050298139707,100.406927468046,"ธนพลหมูกระทะ,หจก.โปรอลาม","Thanapol Mukata,"
170,ตลาดโบ้เบ้(ซอยไพศาลศิลป์),boe bae market,ถนน กรุงเกษม,13.7507024112219,100.516864086609,ตลาดโบ้เบ้(ซอยไพศาลศิลป์),"boe bae market,"
171,ตลาดโบ้เบ้(อาคารโบ๊เบ๊ทาวเวอร์),boe bae market,ถนน กรุงเกษม,13.7542670330237,100.517127545097,ตลาดโบ้เบ้(อาคารโบ๊เบ๊ทาวเวอร์),"boe bae market,"
172,แยกภุชงค์,yaek phuchong,ถนน กรุงเกษม,13.7520204,100.51709214,แยกภุชงค์,"yaek phuchong,"
173,ตลาดโบ้เบ้,boe bae market,ถนน กรุงเกษม,13.7504102771693,100.516964812572,ตลาดโบ้เบ้,"boe bae market,"
174,บรรทัดทอง,"banthat thong , ",ถนน บรรทัดทอง,13.7392434535193,100.522268992618,บรรทัดทอง,"banthat thong , ,"
175,แยกสะพานเหลือง,Saphan Lueang,ถนน พระรามที่ 4,13.7366940690681,100.521806818741,แยกสะพานเหลือง,Saphan Lueang
177,แยกประดิพัทธ์(ตรงข้ามซอย43),yaek pra di phat,ถนน พระราม 6,13.7945788561337,100.538957699132,แยกประดิพัทธ์(ตรงข้ามซอย 43),"yaek pra di phat,"
179,บางพลี,bang phli,ถนน คู่ขนานบางนา-ตราด,13.6350875384315,100.709401919275,บางพลี,"bang phli,"
181,หมู่บ้านคลอง 5,muban khlong 5,ถนน รังสิต-นครนายก,14.0130599139849,100.717142250609,หมู่บ้านคลอง 5,"muban khlong 5,"
182,หมู่บ้านคลอง 5,muban khlong 5,ถนน รังสิต-นครนายก,14.0129109061331,100.717224974551,หมู่บ้านคลอง 5,"muban khlong 5,"
183,รังสิต-นครนายก 61(ขาเข้า),rang sit - nakhon nayok 61,ถนน รังสิต-นครนายก,13.9932290912845,100.65567216749,รังสิต-นครนายก 61(ขาเข้า),"rang sit - nakhon nayok 61,"
184,ศูนย์สุขภาพชุมชน,sun sukkhaphap chumchon,ถนน พุทธมลฑลสาย 4,13.71498472,100.33019918,ศูนย์สุขภาพชุมชน,"sun sukkhaphap chumchon,"
185,ธูปเตมีย์,thoo pa tae mee,ถนน ลำลูกกา,13.9500325592797,100.623711538081,ธูปเตมีย์,"thoo pa tae mee,"
187,ซอยจามร 5,soi ja morn 5,ถนน ลำลูกกา,13.9509673637617,100.633914219081,ซอยจามร 5,"soi ja morn 5,"
188,ปากทางคลองสอง,pak thang klong 2,ถนน ลำลูกกา,13.9497472974539,100.643143156931,ปากทางคลองสอง,"pak thang klong 2,"
189,แยกหมู่บ้านฟ้าครามคลอง 2,Blue canal two separate villages,ถนน ลำลูกกา,13.9476566269936,100.643009682944,"แยกหมู่บ้านฟ้าครามคลอง 2,ฟ้าคราม","Blue canal two separate villages,"
190,เทศบาลคูคต,thetsaban khu khot,ถนน ลำลูกกา,13.9415704394019,100.642373614702,เทศบาลคูคต,"thetsaban khu khot,"
191,ตรงข้ามวัดโพสพ,trongkham wat phosop,ถนน ลำลูกกา,13.9396851844685,100.642179714785,ตรงข้ามวัดโพสพ,"trongkham wat phosop,"
192,ตรงข้ามสถานีตำรวจคูคต,koo kod police station,ถนน ลำลูกกา,13.9344622988852,100.641700562797,"ตรงข้าม ,สภอ.คูคต","koo kod police station,"
193,ซอยสุนีย์,soi sunee,ถนน ลำลูกกา,13.9322920343951,100.653011969233,ซอยสุนีย์,"soi sunee,"
194,โรงเรียนผ่องสุวรรณ,pong suwan school,ถนน ลำลูกกา,13.9321673523048,100.657247637834,โรงเรียนผ่องสุวรรณ,"pong suwan school,"
195,ซอยเปียร์นนท์,soi peer non,ถนน ลำลูกกา,13.9321099099943,100.660748513887,ซอยเปียร์นนท์,"soi peer non,"
196,วิเชียรคลอง 3,wichian klong 3,ถนน ลำลูกกา,13.932206035384,100.664103087677,วิเชียร คลอง 3,"wichian klong 3,"
197,หมู่บ้านลัลลี่วิลล์,lunly ville village ,ถนน ลำลูกกา,13.9324705211025,100.67116349129,หมู่บ้านลัลลี่วิลล์,"lunly ville village ,"
198,หมู่บ้านเอราวัณ,arawan village,ถนน ลำลูกกา,13.9326681246855,100.67655621199,หมู่บ้านเอราวัณ,"arawan village,"
199,การเคหะคลอง 4,Housing Canal 4,ถนน ลำลูกกา,13.9328868454878,100.685057649349,การเคหะคลอง 4,"Housing Canal 4,"
200,ตรงข้ามวัดคลองชัน,Opposite Wat application,ถนน ลำลูกกา,13.9330073878105,100.688723342828,ตรงข้ามวัดคลองชัน,"Opposite Wat application,"
201,สนามกอล์ฟธัญธานี,thanyanee golf,ถนน ลำลูกกา,13.9333090526128,100.695703791479,สนามกอล์ฟธัญธานี,"thanyanee golf,"
